x1,x2,x3,x4,x5,x6,x7
212.25,1,2,2,14,28,23
212.5,2,2,0,18,34,19
212.75,2,2,2,20,46,14
213.0,1,0,5,23,28,13
213.25,0,0,2,7,35,22
213.5,0,5,1,17,19,19
213.75,0,3,1,22,23,17
214.0,3,1,4,14,26,21
214.25,0,1,3,21,31,14
214.5,3,1,3,12,31,17
214.75,0,1,5,11,33,13
215.0,1,0,4,14,39,15
215.25,0,1,2,23,30,14
215.5,0,1,2,19,24,14
215.75,0,1,0,15,29,19
216.0,0,3,3,13,16,14
216.25,1,0,4,14,19,21
216.5,1,0,1,21,29,17
216.75,1,0,3,15,42,20
217.0,0,0,2,14,19,12
217.25,1,1,2,11,31,16
217.5,0,2,2,20,22,19
217.75,0,3,2,13,19,21
218.0,0,0,3,16,31,17
218.25,0,0,5,21,34,9
218.5,1,0,2,14,32,19
218.75,3,4,2,17,35,19
219.0,0,1,3,11,31,17
219.25,0,1,1,12,30,17
219.5,2,2,1,18,35,15
219.75,1,2,3,19,24,18
220.0,1,0,2,16,24,12
220.25,2,1,1,12,24,15
220.5,2,1,3,19,27,20
220.75,2,2,1,14,27,20
221.0,1,1,2,17,24,14
221.25,1,0,0,10,32,18
221.5,1,0,1,21,34,14
221.75,0,2,0,8,23,20
222.0,1,2,6,14,28,14
222.25,2,2,3,13,25,16
222.5,1,0,0,18,21,11
222.75,1,0,1,9,16,22
223.0,1,0,0,18,21,21
223.25,1,0,3,12,28,18
223.5,0,1,1,17,22,25
223.75,2,0,4,20,37,14
224.0,2,1,2,18,27,13
224.25,1,0,1,14,32,18
224.5,1,3,5,11,36,29
224.75,1,3,2,15,19,29
225.0,1,1,6,18,23,14
225.25,1,1,1,19,20,17
225.5,1,2,1,9,31,21
225.75,1,2,3,18,29,20
226.0,0,0,0,13,29,19
226.25,1,0,1,24,20,8
226.5,0,2,4,15,35,14
226.75,1,3,2,10,24,13
227.0,1,0,2,9,22,20
227.25,0,2,1,22,40,12
227.5,1,0,3,5,21,16
227.75,1,0,0,13,25,16
228.0,0,0,3,13,27,21
228.25,1,0,4,17,33,20
228.5,0,1,0,16,25,14
228.75,0,0,0,10,30,14
229.0,2,0,5,6,29,26
229.25,2,0,1,19,33,18
229.5,0,2,1,14,27,24
229.75,0,1,2,14,37,25
230.0,3,1,1,12,20,20
230.25,0,2,2,17,27,14
230.5,3,1,2,12,28,20
230.75,0,0,3,19,24,21
231.0,0,0,1,24,36,18
231.25,0,0,3,17,29,22
231.5,0,1,6,11,34,25
231.75,0,1,1,15,29,16
232.0,0,3,0,15,25,19
232.25,1,2,1,11,28,17
232.5,1,0,3,16,17,17
232.75,0,0,3,11,34,15
233.0,0,0,2,16,27,19
233.25,0,0,1,16,17,32
233.5,0,0,0,13,28,13
233.75,1,2,2,20,26,21
234.0,1,1,1,16,20,18
234.25,1,0,0,20,13,18
234.5,2,0,3,15,25,23
234.75,0,1,4,10,31,20
235.0,1,0,3,19,30,21
235.25,1,1,1,15,18,10
235.5,2,0,1,16,23,22
235.75,2,0,2,12,23,15
236.0,3,0,1,18,21,18
236.25,0,0,1,16,36,18
236.5,1,0,0,10,27,20
236.75,0,0,2,13,18,10
237.0,0,2,0,10,28,16
237.25,2,0,1,9,27,24
237.5,3,1,3,12,24,12
237.75,1,1,1,13,23,18
238.0,2,0,3,17,23,18
238.25,1,1,2,10,15,15
238.5,0,0,1,8,25,27
238.75,0,0,3,20,20,21
239.0,1,1,1,18,28,19
239.25,1,2,3,14,19,17
239.5,2,2,0,11,18,18
239.75,0,1,2,13,24,13
240.0,1,1,3,13,25,18
240.25,1,0,2,20,25,14
240.5,0,2,1,10,18,20
240.75,2,2,0,18,29,17
241.0,0,1,1,14,32,25
241.25,1,3,3,6,28,13
241.5,1,3,5,12,29,23
241.75,1,1,3,11,22,14
242.0,1,0,1,13,35,16
242.25,1,1,0,18,24,14
242.5,1,1,2,16,31,17
242.75,1,2,2,14,27,17
243.0,0,1,4,12,31,23
243.25,0,1,2,11,15,16
243.5,0,0,2,11,24,19
243.75,0,0,2,11,25,16
244.0,0,0,1,16,28,22
244.25,1,0,2,14,26,18
244.5,0,0,3,4,29,19
244.75,0,0,0,12,27,11
245.0,0,1,0,17,30,24
245.25,2,0,3,16,25,14
245.5,1,1,0,9,16,9
245.75,0,0,4,12,31,17
246.0,3,1,0,14,25,22
246.25,0,1,1,8,19,16
246.5,1,0,3,15,35,23
246.75,0,2,0,15,27,20
247.0,1,1,1,15,21,22
247.25,2,3,2,12,26,12
247.5,0,1,2,8,26,18
247.75,1,0,0,16,19,14
248.0,1,1,3,17,31,16
248.25,1,1,3,12,24,21
248.5,0,2,0,10,35,19
248.75,3,2,3,10,31,17
249.0,0,3,5,10,25,12
249.25,1,0,3,18,21,22
249.5,1,1,1,12,23,15
249.75,1,0,2,12,27,21
250.0,1,2,4,11,23,21
250.25,0,1,2,16,27,19
250.5,0,1,4,15,19,17
250.75,2,1,2,13,28,19
251.0,1,0,1,23,27,21
251.25,3,1,3,11,22,16
251.5,1,0,1,9,31,21
251.75,3,4,1,9,22,20
252.0,0,0,3,17,18,19
252.25,0,1,3,11,29,16
252.5,2,1,1,16,16,19
252.75,0,1,1,13,27,16
253.0,2,1,5,15,35,14
253.25,0,2,4,13,16,18
253.5,2,2,4,13,30,26
253.75,0,1,1,15,20,13
254.0,0,2,1,11,24,20
254.25,0,0,3,12,24,9
254.5,0,1,3,16,23,23
254.75,3,2,3,10,26,23
255.0,1,0,3,14,34,18
255.25,1,2,2,11,29,17
255.5,1,1,7,14,27,19
255.75,1,2,1,18,25,24
256.0,1,0,6,12,24,20
256.25,1,0,1,10,32,17
256.5,1,1,1,11,20,12
256.75,2,1,0,10,29,23
257.0,1,1,2,16,23,14
257.25,3,1,1,12,21,17
257.5,1,1,1,12,31,17
257.75,1,0,1,11,25,19
258.0,0,1,2,14,29,18
258.25,0,3,1,13,19,11
258.5,2,1,3,8,32,21
258.75,2,0,3,15,19,20
259.0,0,0,1,16,23,19
259.25,0,0,2,11,16,22
259.5,0,1,4,11,24,15
259.75,1,1,3,16,22,12
260.0,4,1,2,14,34,21
260.25,1,2,3,8,27,18
260.5,2,2,3,16,26,15
260.75,2,0,2,13,24,17
261.0,0,0,3,19,24,18
261.25,0,3,0,11,28,18
261.5,0,0,2,23,25,14
261.75,0,2,5,11,31,19
262.0,1,1,1,14,26,17
262.25,1,2,1,17,21,15
262.5,2,0,0,7,34,19
262.75,0,2,1,14,32,15
263.0,0,1,2,16,35,14
263.25,0,0,2,12,30,15
263.5,1,0,0,8,26,17
263.75,3,2,1,11,25,13
264.0,2,2,3,13,21,22
264.25,0,1,3,18,25,15
264.5,0,2,4,14,30,15
264.75,0,0,3,12,27,18
265.0,1,1,3,17,22,21
265.25,2,0,4,11,27,15
265.5,1,4,4,10,22,24
265.75,1,1,3,7,28,23
266.0,1,1,2,19,32,15
266.25,0,2,2,14,18,21
266.5,1,1,1,16,30,14
266.75,1,1,2,8,26,11
267.0,0,2,1,13,27,16
267.25,1,2,6,16,27,14
267.5,0,3,4,16,22,15
267.75,3,3,2,11,26,24
268.0,3,2,2,11,32,10
268.25,2,1,3,16,30,19
268.5,0,2,1,8,27,14
268.75,1,1,3,13,25,19
269.0,1,1,2,14,34,20
269.25,2,1,4,10,27,25
269.5,0,2,1,15,37,17
269.75,1,1,2,14,21,18
270.0,0,0,1,14,26,28
270.25,2,1,3,11,23,22
270.5,1,1,1,4,25,20
270.75,0,0,1,13,28,21
271.0,0,2,3,10,24,21
271.25,0,2,1,15,28,21
271.5,0,1,4,15,26,15
271.75,1,0,0,17,26,15
272.0,2,1,1,15,30,11
272.25,1,3,2,17,30,21
272.5,2,0,3,15,25,14
272.75,0,0,4,14,25,11
273.0,1,0,2,13,24,19
273.25,2,0,2,10,20,29
273.5,0,1,1,12,22,11
273.75,0,0,3,15,30,20
274.0,0,0,2,11,27,20
274.25,2,1,4,10,27,15
274.5,2,0,0,11,27,17
274.75,1,2,2,12,20,13
275.0,2,1,0,13,30,21
275.25,4,1,4,15,29,22
275.5,0,1,4,11,31,19
275.75,0,1,4,11,28,7
276.0,1,1,1,11,28,16
276.25,1,0,2,13,25,6
276.5,1,1,2,22,24,14
276.75,2,4,0,11,21,14
277.0,0,0,3,9,30,14
277.25,2,2,2,23,24,10
277.5,2,0,3,19,33,17
277.75,3,1,4,12,22,23
278.0,0,2,0,13,41,16
278.25,1,0,3,14,30,21
278.5,1,0,1,13,27,23
278.75,0,0,1,12,25,16
279.0,0,0,1,12,32,17
279.25,0,0,2,18,34,10
279.5,0,0,1,13,22,20
279.75,1,2,1,10,25,17
280.0,0,1,2,19,23,17
280.25,0,1,2,10,26,15
280.5,0,0,2,8,26,22
280.75,0,0,4,9,22,21
281.0,1,2,0,9,24,19
281.25,1,1,3,11,17,22
281.5,0,1,1,13,26,24
281.75,4,0,1,14,27,15
282.0,1,1,3,14,21,25
282.25,1,1,5,9,24,19
282.5,0,0,1,13,27,11
282.75,2,1,0,10,28,15
283.0,1,0,4,18,19,24
283.25,1,2,0,4,31,22
283.5,2,0,1,13,28,18
283.75,0,2,5,7,21,19
284.0,0,0,4,14,33,18
284.25,1,0,2,5,29,15
284.5,0,0,3,17,23,25
284.75,0,2,6,9,32,20
285.0,1,0,1,16,23,26
285.25,2,2,1,12,21,14
285.5,1,0,2,23,25,24
285.75,2,1,0,6,24,19
286.0,3,1,1,17,27,10
286.25,0,1,3,9,28,18
286.5,0,0,2,12,40,21
286.75,2,1,3,11,27,19
287.0,2,1,5,12,42,14
287.25,1,1,2,9,23,15
287.5,1,2,0,14,34,19
287.75,0,1,2,15,32,19
288.0,2,0,1,11,23,12
288.25,0,1,1,15,22,14
288.5,1,2,2,13,31,11
288.75,2,1,2,15,31,21
289.0,1,0,1,12,28,22
289.25,1,4,1,17,32,16
289.5,1,3,1,10,16,11
289.75,0,3,2,18,31,14
290.0,1,0,2,11,27,16
290.25,3,1,3,10,21,23
290.5,1,1,1,13,29,16
290.75,1,2,0,12,28,24
291.0,1,1,2,12,30,21
291.25,2,2,4,13,27,27
291.5,0,3,3,10,20,20
291.75,2,1,3,8,29,21
292.0,1,2,1,11,25,21
292.25,0,1,3,13,20,21
292.5,3,0,0,12,29,21
292.75,2,0,1,12,18,16
293.0,2,0,2,16,29,19
293.25,0,1,4,21,25,15
293.5,1,2,2,14,21,18
293.75,0,1,0,10,26,13
294.0,1,0,1,11,25,18
294.25,1,0,2,23,21,17
294.5,2,1,0,17,23,19
294.75,1,1,1,8,29,22
295.0,0,2,2,8,23,19
295.25,3,1,2,16,37,21
295.5,0,3,4,10,29,11
295.75,0,0,3,7,28,12
296.0,1,0,1,7,27,17
296.25,2,1,0,17,31,18
296.5,1,0,0,9,24,12
296.75,2,1,1,11,17,11
297.0,2,1,2,11,25,18
297.25,2,0,1,15,26,15
297.5,0,3,3,13,27,17
297.75,3,1,2,12,29,19
298.0,0,1,1,11,36,11
298.25,0,2,2,12,22,8
298.5,0,2,5,15,18,20
298.75,1,1,0,14,28,11
299.0,0,0,1,15,26,18
299.25,1,0,2,14,23,17
299.5,3,1,1,18,20,17
299.75,0,1,1,7,21,19
300.0,0,1,0,20,20,19
300.25,2,2,3,12,25,21
300.5,2,0,3,12,27,17
300.75,0,1,1,13,27,19
301.0,0,1,2,14,33,19
301.25,1,1,3,13,28,17
301.5,1,0,1,12,22,18
301.75,0,4,2,15,29,24
302.0,3,4,3,11,23,13
302.25,0,0,3,18,25,18
302.5,1,1,2,9,21,18
302.75,0,3,0,12,21,18
303.0,1,2,2,16,24,20
303.25,0,0,3,10,19,19
303.5,0,2,2,15,28,15
303.75,2,3,1,10,22,13
304.0,1,1,4,13,28,18
304.25,0,3,1,15,30,22
304.5,1,2,2,10,32,16
304.75,0,1,1,27,22,12
305.0,1,0,0,7,24,12
305.25,1,1,0,12,22,13
305.5,2,1,2,10,33,20
305.75,0,2,0,12,33,13
306.0,1,1,3,8,25,28
306.25,2,1,2,14,28,20
306.5,0,0,2,16,20,14
306.75,1,1,1,17,17,13
307.0,3,0,4,8,29,14
307.25,0,1,4,19,33,25
307.5,0,1,1,9,20,19
307.75,1,0,1,15,22,15
308.0,0,1,4,12,17,14
308.25,0,1,2,20,37,24
308.5,2,2,1,9,26,12
308.75,0,1,3,16,24,17
309.0,0,1,2,9,23,10
309.25,0,0,1,9,29,28
309.5,0,1,1,15,27,21
309.75,1,2,0,10,23,20
310.0,2,0,3,17,23,17
310.25,0,0,4,13,22,18
310.5,1,0,4,8,30,21
310.75,2,1,0,15,28,11
311.0,2,1,5,15,24,18
311.25,0,1,2,10,28,11
311.5,0,0,2,8,25,20
311.75,2,1,0,13,23,18
312.0,1,1,4,15,21,26
312.25,1,2,1,18,18,17
312.5,2,3,2,16,30,15
312.75,1,0,0,11,33,24
313.0,2,0,0,10,35,16
313.25,1,1,2,15,28,22
313.5,0,1,2,17,29,24
313.75,0,0,1,15,45,16
314.0,0,0,3,10,22,18
314.25,0,2,2,12,27,23
314.5,3,5,4,14,21,26
314.75,1,0,4,15,27,11
315.0,1,1,2,15,22,19
315.25,1,1,2,13,35,22
315.5,0,1,2,13,27,20
315.75,1,1,1,19,27,13
316.0,0,2,1,7,22,13
316.25,1,1,2,16,30,16
316.5,1,1,3,18,18,17
316.75,1,0,3,19,29,17
317.0,0,1,1,11,12,17
317.25,3,2,3,9,24,13
317.5,0,2,2,18,26,18
317.75,1,0,3,10,31,17
318.0,2,2,2,12,21,14
318.25,1,0,4,13,29,29
318.5,2,0,3,17,26,20
318.75,1,2,3,11,19,18
319.0,1,0,2,14,19,19
319.25,0,1,4,12,22,13
319.5,2,1,0,15,27,17
319.75,0,2,2,14,25,25
320.0,0,1,3,12,25,22
320.25,2,0,1,9,39,20
320.5,1,1,1,9,28,21
320.75,1,1,2,12,26,24
321.0,0,0,3,14,20,22
321.25,0,3,3,7,27,15
321.5,0,0,0,12,29,20
321.75,1,1,0,18,26,14
322.0,0,0,1,11,32,19
322.25,0,3,2,16,36,14
322.5,0,1,3,12,27,18
322.75,0,1,3,13,22,13
323.0,1,1,1,6,19,20
323.25,1,0,0,10,24,24
323.5,0,1,6,6,26,19
323.75,0,2,2,20,23,12
324.0,0,1,2,10,27,17
324.25,3,2,3,18,18,18
324.5,2,1,2,8,33,13
324.75,3,2,2,20,27,21
325.0,0,0,0,10,33,18
325.25,2,0,3,6,28,28
325.5,1,0,0,7,22,14
325.75,0,1,1,6,28,15
326.0,0,1,2,15,27,19
326.25,1,0,1,9,27,14
326.5,1,4,0,16,33,20
326.75,2,1,1,13,19,14
327.0,2,1,1,10,28,20
327.25,1,0,3,12,31,18
327.5,1,0,1,16,23,15
327.75,1,0,6,14,27,16
328.0,1,0,1,14,30,18
328.25,1,3,2,9,21,15
328.5,1,2,0,20,25,20
328.75,1,2,1,10,19,15
329.0,2,0,2,20,21,15
329.25,0,0,2,11,26,13
329.5,0,1,3,15,20,20
329.75,1,1,0,9,26,17
330.0,1,0,0,15,15,23
330.25,0,0,3,8,34,22
330.5,0,3,0,21,27,30
330.75,0,1,3,12,27,9
331.0,2,0,3,15,31,17
331.25,1,0,3,8,10,18
331.5,1,1,4,10,25,25
331.75,2,1,2,11,27,17
332.0,1,1,0,19,22,16
332.25,1,1,0,14,23,22
332.5,2,1,1,16,26,21
332.75,0,1,4,10,31,15
333.0,1,0,1,19,35,15
333.25,1,0,2,16,21,10
333.5,4,0,4,14,29,20
333.75,2,3,1,15,31,22
334.0,0,1,0,15,27,12
334.25,0,1,2,4,21,23
334.5,0,2,0,20,23,23
334.75,4,1,3,7,29,19
335.0,0,0,0,15,23,26
335.25,2,1,1,16,27,25
335.5,0,1,2,13,30,15
335.75,1,1,3,11,27,19
336.0,1,1,3,13,24,15
336.25,1,1,1,12,21,16
336.5,0,2,0,18,31,10
336.75,2,0,1,13,27,20
337.0,1,2,1,13,32,16
337.25,1,1,2,14,24,17
337.5,2,0,1,15,38,17
337.75,2,0,2,11,35,23
338.0,0,0,1,12,28,14
338.25,1,0,1,10,27,17
338.5,1,1,2,14,25,21
338.75,1,0,3,20,38,20
339.0,0,2,4,8,15,24
339.25,1,1,1,9,16,23
339.5,0,1,0,14,23,17
339.75,1,2,4,11,24,11
340.0,2,2,3,12,27,29
340.25,1,0,3,8,24,16
340.5,2,2,2,12,18,14
340.75,1,1,1,7,33,18
341.0,0,0,3,14,25,20
341.25,1,1,1,15,22,23
341.5,0,2,1,14,27,12
341.75,3,1,4,18,23,15
342.0,0,0,1,12,23,25
342.25,1,0,2,14,24,29
342.5,1,2,2,11,24,19
342.75,2,0,2,17,30,21
343.0,1,2,2,18,10,25
343.25,1,1,4,8,24,23
343.5,0,2,1,9,24,20
343.75,1,0,3,19,26,19
344.0,1,2,4,12,25,9
344.25,2,0,0,12,20,21
344.5,2,2,1,8,27,12
344.75,2,1,3,12,25,16
345.0,0,1,1,8,32,13
345.25,1,0,4,7,27,16
345.5,2,1,0,10,27,19
345.75,1,1,3,16,26,28
346.0,0,0,3,12,24,20
346.25,0,0,0,16,28,20
346.5,0,1,2,14,28,14
346.75,0,1,1,12,20,16
347.0,2,0,1,13,44,16
347.25,0,1,2,16,37,23
347.5,0,0,1,15,25,17
347.75,1,1,2,14,25,21
348.0,2,0,0,16,21,16
348.25,0,1,2,16,32,17
348.5,1,0,2,11,27,25
348.75,3,1,2,11,19,10
349.0,2,1,3,9,26,21
349.25,1,0,0,17,24,12
349.5,2,2,1,12,23,13
349.75,0,1,0,11,24,20
350.0,1,0,1,13,30,21
350.25,1,2,2,10,22,22
350.5,0,1,2,17,27,12
350.75,2,1,1,8,38,10
351.0,0,0,1,13,19,17
351.25,0,0,2,17,40,27
351.5,0,2,1,10,20,17
351.75,2,1,3,9,26,17
352.0,0,1,0,14,34,10
352.25,0,2,1,13,18,17
352.5,0,1,2,16,30,13
352.75,0,2,1,8,30,20
353.0,2,1,2,16,27,16
353.25,1,0,3,12,14,18
353.5,1,2,1,10,25,24
353.75,1,0,3,10,27,23
354.0,0,1,1,6,30,17
354.25,0,1,3,12,25,25
354.5,2,0,0,13,34,19
354.75,0,0,1,11,23,25
355.0,3,1,2,20,31,30
355.25,1,0,2,11,27,20
355.5,1,1,3,7,30,20
355.75,1,1,6,10,25,19
356.0,3,0,4,9,25,22
356.25,1,2,0,13,28,26
356.5,0,0,4,13,33,17
356.75,2,2,0,10,19,16
357.0,1,0,1,12,29,12
357.25,2,0,2,15,28,17
357.5,0,0,1,16,27,24
357.75,0,0,1,16,18,16
358.0,0,2,5,10,26,12
358.25,1,0,2,22,26,17
358.5,1,1,5,12,27,20
358.75,3,0,1,10,32,26
359.0,1,1,1,11,28,11
359.25,1,1,6,13,26,20
359.5,1,1,1,10,30,15
359.75,2,1,2,7,27,20
360.0,1,0,3,14,33,17
360.25,0,1,1,18,27,18
360.5,1,0,1,14,26,19
360.75,1,2,3,20,25,19
361.0,0,0,4,15,24,19
361.25,2,1,3,16,25,14
361.5,0,0,0,23,24,17
361.75,2,1,3,7,16,13
362.0,0,0,3,11,24,24
362.25,0,1,2,17,27,16
362.5,2,1,2,9,22,10
362.75,1,0,4,9,18,17
363.0,1,2,2,8,28,14
363.25,0,2,3,16,29,17
363.5,2,0,1,9,24,15
363.75,0,2,2,11,25,19
364.0,1,1,2,10,27,17
364.25,2,2,3,16,24,17
364.5,1,2,1,7,28,16
364.75,0,3,1,13,32,23
365.0,1,0,4,16,23,14
365.25,1,1,1,9,22,25
365.5,2,1,3,17,33,18
365.75,2,0,5,16,29,15
366.0,0,0,1,13,37,11
366.25,3,0,0,12,22,19
366.5,3,0,3,14,36,16
366.75,2,0,1,19,19,22
367.0,1,2,4,12,32,12
367.25,2,2,3,13,31,26
367.5,3,2,1,15,27,23
367.75,0,2,2,10,18,24
368.0,1,1,0,22,22,16
368.25,2,2,0,13,24,16
368.5,1,1,2,14,39,12
368.75,1,1,2,10,36,23
369.0,0,0,2,14,28,18
369.25,0,1,2,11,30,12
369.5,3,1,1,9,30,15
369.75,0,2,3,10,25,22
370.0,0,2,3,10,22,18
370.25,1,1,2,7,23,13
370.5,0,0,3,23,22,17
370.75,1,0,2,9,26,16
371.0,2,1,0,11,28,16
371.25,2,2,2,7,15,17
371.5,4,1,4,14,18,14
371.75,0,0,3,9,36,18
372.0,0,2,2,11,25,13
372.25,2,3,1,14,26,18
372.5,0,1,1,11,22,24
372.75,2,1,0,13,26,16
373.0,0,1,1,11,28,16
373.25,1,4,3,19,22,20
373.5,0,1,0,12,23,16
373.75,0,0,3,8,17,19
374.0,0,0,1,16,28,10
374.25,1,0,2,9,25,20
374.5,2,1,3,12,34,20
374.75,0,0,3,13,29,23
375.0,0,1,3,9,38,13
375.25,1,3,1,11,35,20
375.5,1,2,4,10,35,23
375.75,0,0,2,8,24,19
376.0,2,0,0,9,23,10
376.25,1,2,0,14,28,19
376.5,1,0,3,13,33,22
376.75,1,0,4,11,26,13
377.0,2,0,1,7,22,16
377.25,0,1,3,10,31,19
377.5,1,1,2,10,21,17
377.75,0,0,0,11,29,17
378.0,2,2,3,14,32,18
378.25,1,2,2,10,34,21
378.5,1,0,4,17,31,13
378.75,0,2,0,9,34,21
379.0,0,0,1,9,26,23
379.25,2,0,0,12,28,22
379.5,1,2,2,14,30,15
379.75,2,0,1,7,22,17
380.0,2,0,0,12,28,24
380.25,0,0,4,14,15,15
380.5,1,0,1,16,18,25
380.75,0,0,3,11,30,22
381.0,3,3,3,10,22,24
381.25,2,0,3,13,21,21
381.5,0,0,0,9,25,19
381.75,1,3,1,6,21,20
382.0,1,0,2,12,25,24
382.25,1,1,3,11,21,10
382.5,0,0,3,16,25,17
382.75,2,1,3,13,25,21
383.0,2,0,2,11,21,23
383.25,0,1,1,16,14,19
383.5,0,3,4,13,30,20
383.75,0,1,3,11,29,19
384.0,0,2,3,8,27,21
384.25,0,1,1,11,26,22
384.5,1,0,1,10,16,22
384.75,2,1,3,16,20,19
385.0,2,2,2,13,37,18
385.25,2,0,0,14,22,22
385.5,3,2,2,8,25,14
385.75,2,0,1,11,31,14
386.0,1,2,2,7,29,24
386.25,2,3,1,16,20,18
386.5,0,1,0,18,24,17
386.75,0,1,0,11,30,21
387.0,1,3,2,11,34,16
387.25,2,1,3,14,14,21
387.5,0,2,0,11,28,13
387.75,1,2,3,17,32,23
388.0,0,1,1,15,29,24
388.25,1,2,2,14,29,10
388.5,1,0,2,6,27,12
388.75,1,1,2,15,22,19
389.0,2,0,3,12,25,11
389.25,0,2,2,15,21,12
389.5,0,2,2,15,22,19
389.75,2,0,3,14,32,15
390.0,2,1,0,10,27,21
390.25,1,2,3,14,30,12
390.5,1,2,3,11,30,17
390.75,2,1,2,14,27,17
391.0,0,0,1,16,24,18
391.25,0,1,6,7,23,20
391.5,1,1,0,11,20,26
391.75,1,1,3,14,24,16
392.0,1,0,1,9,23,19
392.25,2,0,1,9,29,19
392.5,1,2,2,11,18,19
392.75,2,2,1,11,29,18
393.0,0,0,1,18,23,18
393.25,1,0,1,7,39,24
393.5,2,2,6,10,33,12
393.75,1,0,4,14,28,22
394.0,1,1,5,9,22,24
394.25,0,0,0,11,29,14
394.5,1,1,1,12,18,14
394.75,1,0,3,13,24,18
395.0,1,0,3,22,21,17
395.25,2,2,1,14,29,23
395.5,1,3,1,10,25,21
395.75,3,2,2,11,22,15
396.0,3,1,0,10,29,21
396.25,0,0,2,12,27,9
396.5,3,1,0,9,19,14
396.75,1,2,1,10,26,33
397.0,0,1,1,5,17,17
397.25,0,2,3,12,14,18
397.5,0,1,2,4,28,19
397.75,3,1,2,14,28,23
398.0,2,1,0,15,28,19
398.25,0,2,1,9,37,20
398.5,1,1,1,9,29,24
398.75,0,1,4,8,31,17
399.0,0,1,0,8,34,20
399.25,0,1,2,14,25,17
399.5,2,1,3,8,27,12
399.75,1,1,1,7,15,16
400.0,2,0,3,15,23,16
400.25,0,1,2,11,28,14
400.5,0,1,2,11,16,18
400.75,1,0,2,13,29,18
401.0,3,0,1,3,30,26
401.25,3,0,2,9,35,13
401.5,0,0,3,14,20,19
401.75,1,0,1,12,26,18
402.0,2,0,2,12,29,13
402.25,3,0,0,17,34,22
402.5,0,1,2,14,29,16
402.75,3,1,2,8,33,21
403.0,0,3,4,16,20,21
403.25,0,0,3,11,19,20
403.5,0,1,5,11,33,25
403.75,1,2,1,13,22,16
404.0,4,0,1,9,24,18
404.25,1,2,1,6,21,15
404.5,3,1,1,12,33,21
404.75,1,2,2,14,24,18
405.0,3,2,3,13,27,10
405.25,0,0,3,20,29,23
405.5,2,1,1,13,26,15
405.75,1,2,1,9,25,15
406.0,0,1,2,18,30,11
406.25,1,0,0,18,24,15
406.5,0,0,1,11,27,10
406.75,1,0,0,7,17,18
407.0,2,2,0,7,23,15
407.25,0,0,2,12,22,19
407.5,0,0,1,14,22,21
407.75,2,1,0,10,34,22
408.0,1,1,2,12,30,29
408.25,3,1,2,11,24,25
408.5,1,0,3,6,25,9
408.75,0,1,3,16,23,20
409.0,1,0,3,10,18,18
409.25,1,0,2,15,38,30
409.5,1,1,1,7,26,9
409.75,0,0,4,13,23,20
410.0,1,0,2,14,30,11
410.25,1,1,2,18,33,15
410.5,3,0,2,9,32,25
410.75,0,1,1,16,21,16
411.0,0,4,1,7,30,18
411.25,0,0,4,16,28,17
411.5,1,0,5,12,26,12
411.75,0,1,2,12,18,22
412.0,1,0,3,13,21,17
412.25,1,1,2,19,26,16
412.5,0,0,0,14,30,12
412.75,1,0,3,14,27,18
413.0,2,0,0,14,20,21
413.25,0,3,0,17,34,16
413.5,2,1,0,14,24,16
413.75,0,1,1,12,19,12
414.0,1,4,1,12,30,18
414.25,0,0,0,14,16,16
414.5,2,0,0,9,27,15
414.75,0,0,2,14,21,18
415.0,1,0,3,15,24,11
415.25,1,1,2,6,25,13
415.5,0,2,3,14,29,21
415.75,2,2,1,18,31,18
416.0,1,2,1,6,22,24
416.25,0,1,5,12,18,23
416.5,1,0,2,6,33,19
416.75,3,3,1,8,25,25
417.0,1,1,0,18,24,27
417.25,1,2,2,15,27,14
417.5,2,0,2,13,35,25
417.75,1,1,2,7,24,24
418.0,5,0,3,4,28,13
418.25,0,2,1,12,23,16
418.5,0,0,2,11,23,20
418.75,1,2,1,14,20,17
419.0,1,0,2,11,27,23
419.25,3,2,2,17,26,11
419.5,1,0,2,11,31,21
419.75,0,0,2,7,20,16
420.0,0,3,1,19,21,23
420.25,1,1,1,4,33,14
420.5,1,1,2,15,27,18
420.75,1,0,1,14,25,20
421.0,0,0,2,14,19,14
421.25,1,3,1,10,25,20
421.5,0,2,1,7,36,22
421.75,1,3,1,8,21,20
422.0,0,1,3,11,23,25
422.25,1,3,2,13,33,24
422.5,1,1,3,21,34,13
422.75,2,1,1,15,30,18
423.0,0,0,5,5,21,22
423.25,0,2,3,7,32,18
423.5,2,3,2,11,33,8
423.75,2,0,2,14,29,15
424.0,0,2,2,11,30,17
424.25,0,2,1,11,26,22
424.5,0,2,0,11,24,10
424.75,0,1,0,13,30,31
425.0,4,0,2,13,23,19
425.25,1,0,2,9,24,13
425.5,0,1,1,14,21,18
425.75,1,1,3,16,23,15
426.0,0,1,5,9,29,16
426.25,0,3,4,16,28,14
426.5,1,2,2,11,25,23
426.75,0,0,1,8,26,15
427.0,2,0,3,9,30,13
427.25,0,1,1,9,23,13
427.5,4,1,1,14,21,17
427.75,0,1,2,10,33,20
428.0,1,1,3,5,30,12
428.25,1,0,5,11,24,20
428.5,1,3,1,20,24,14
428.75,1,1,2,12,18,16
429.0,1,2,2,8,21,16
429.25,1,4,2,9,16,12
429.5,1,1,2,14,22,13
429.75,0,1,2,11,23,16
430.0,2,1,2,9,20,15
430.25,0,0,1,19,29,19
